lycode,pcode,name,status,oldname
01629,G0400038,證券投資人及期貨交易人保護法,中華民國109年5月22日修正,
01631,G0380146,票券金融管理法,中華民國107年11月20日修正,
01633,G0300040,國家金融安定基金設置及管理條例,中華民國105年10月21日修正,
01634,G0380098,金融機構合併法,中華民國104年11月24日全文修正,
01637,G0380117,行政院金融重建基金設置及管理條例,中華民國104年6月15日修正,
01638,G0380112,金融控股公司法,中華民國107年12月25日修正,
01639,G0300035,金融監督管理委員會組織法,中華民國100年6月14日全文修正,行政院金融監督管理委員會組織法
01642,G0380122,金融資產證券化條例,中華民國103年5月20日修正,
01643,G0380169,不動產證券化條例,中華民國106年11月14日修正,
01645,G0360010,中華民國五十五年度愛國公債發行條例,中華民國54年5月4日制定,
01646,M0070013,農業金融法,中華民國105年12月30日修正,
01648,A0030060,擴大公共建設振興經濟暫行條例,中華民國93年5月4日期滿廢止,
01651,A0030062,擴大公共建設投資特別條例,中華民國98年12月31日期滿廢止,
01652,G0400121,證券投資信託及顧問法,中華民國106年12月29日修正,
01655,G0340142,納稅者權利保護法,中華民國105年12月9日制定,
01656,G0300043,金融監督管理委員會銀行局組織法,中華民國100年6月14日全文修正,行政院金融監督管理委員會銀行局組織法
01657,G0300044,金融監督管理委員會證券期貨局組織法,中華民國100年6月14日全文修正,行政院金融監督管理委員會證券期貨局組織法
01658,G0300045,金融監督管理委員會保險局組織法,中華民國100年6月14日全文修正,行政院金融監督管理委員會保險局組織法
01659,G0300046,金融監督管理委員會檢查局組織法,中華民國100年6月14日全文修正,行政院金融監督管理委員會檢查局組織法
01661,H0120050,運動彩券發行條例,中華民國109年5月22日修正,
01662,A0030234,振興經濟擴大公共建設特別條例,中華民國101年12月31日期滿廢止,
01666,G0380254,金融科技發展與創新實驗條例,中華民國106年12月29日制定,
01668,G0320026,臺灣金融控股股份有限公司條例,中華民國106年12月29日修正,
01670,G0300053,財政部關務署組織法,中華民國101年1月20日制定,
01671,G0300054,財政部國有財產署組織法,中華民國101年1月20日制定,
01672,G0300055,財政部財政資訊中心組織法,中華民國101年1月20日制定,
01674,G0300051,財政部國庫署組織法,中華民國101年1月20日制定,
01675,G0300052,財政部賦稅署組織法,中華民國101年1月20日制定,
01700,H0000026,教育部國民體育委員會組織條例,中華民國88年12月7日廢止,
01701,H0000003,教育部教育研究委員會組織條例,中華民國102年12月31日廢止,
01702,H0000002,教育部學術審議委員會組織條例,中華民國102年12月31日廢止,
01703,H0000005,教育部訓育委員會組織條例,中華民國102年12月31日廢止,
01704,H0000004,教育部國語推行委員會組織條例,中華民國102年12月31日廢止,
01705,H0000006,教育部醫學教育委員會組織條例,中華民國102年12月31日廢止,
01706,H0000012,國立編譯館組織條例,中華民國102年12月31日廢止,
01707,H0000014,國立教育資料館組織條例,中華民國102年12月31日廢止,
01708,H0000011,國家圖書館組織條例,中華民國102年12月31日廢止,國立中央圖書館組織條例
01709,H0000013,國立歷史博物館組織條例,中華民國104年5月26日廢止,
01710,H0000016,國立臺灣科學教育館組織條例,中華民國102年12月31日廢止,
01711,H0030001,大學法,中華民國108年11月26日修正,
01712,H0030020,空中大學設置條例,中華民國103年1月3日全文修正,國立空中大學設置條例
01713,H0030010,學位授予法,中華民國107年11月9日全文修正,
01714,H0040001,專科學校法,中華民國108年4月23日修正,
01715,H0040006,職業學校法,中華民國105年4月26日廢止,
01716,H0060001,高級中學法,中華民國105年4月26日廢止,
01717,H0050001,師資培育法,中華民國108年11月26日修正,師範教育法
01718,H0070001,國民教育法,中華民國105年5月17日修正,
01719,H0070007,幼稚教育法,中華民國103年5月30日廢止,
01720,H0070002,強迫入學條例,中華民國108年3月29日修正,
01721,H0020001,私立學校法,中華民國103年5月30日修正,
01722,H0080001,社會教育法,中華民國104年4月21日廢止,
01723,H0080002,補習及進修教育法,中華民國106年5月26日修正,補習教育法;補習學校法
01724,H0080027,特殊教育法,中華民國108年3月29日修正,
01725,H0120001,國民體育法,中華民國106年8月31日全文修正,
01726,H0150004,學校教職員退休條例,中華民國108年4月9日廢止,
01727,H0150013,私立學校教職員保險條例,中華民國88年5月11日廢止,
01728,,捐資興學褒獎條例,中華民國82年7月9日廢止,
01729,H0020016,軍公教遺族就學費用優待條例,中華民國88年12月30日修正,革命抗戰功勳子女就學優待辦法
01730,H0170143,國家語言發展法,中華民國107年12月25日制定,
01731,A0030134,檔案法,中華民國97年6月12日修正,
01732,H0000029,國立中正紀念堂管理處組織條例,中華民國104年5月26日廢止,
01733,H0000028,國立國父紀念館組織條例,中華民國104年5月26日廢止,
01734,H0020040,教師法,中華民國108年5月10日全文修正,
01736,H0000025,國立中央圖書館臺灣分館組織條例,中華民國102年12月31日廢止,
01737,H0000027,國立臺灣藝術教育館組織條例,中華民國102年12月31日廢止,
01738,H0000031,國立自然科學博物館組織條例,中華民國102年12月31日廢止,
01739,H0170040,國立中正文化中心設置條例,中華民國104年5月26日廢止,
01740,H0170037,藝術教育法,中華民國104年12月11日修正,
01741,H0020045,教育基本法,中華民國102年11月26日修正,
01744,H0030025,國立大學校院校務基金設置條例,中華民國104年1月23日全文修正,
01745,H0000121,國立科學工藝博物館組織法,中華民國101年1月20日制定,
01747,H0150046,教師待遇條例,中華民國104年5月22日制定,
01748,H0020037,原住民族教育法,中華民國108年5月24日全文修正,
01749,H0040028,技術及職業教育法,中華民國108年12月10日修正,
01750,H0010008,圖書館法,中華民國104年1月20日修正,
01751,H0080050,家庭教育法,中華民國108年4月23日全文修正,
01754,T0020018,教育經費編列與管理法,中華民國104年12月18日修正,
01756,H0000119,國立海洋生物博物館組織法,中華民國101年1月20日制定,
01764,A0010026,國史館臺灣文獻館組織條例,中華民國90年10月4日制定,
01765,H0080048,終身學習法,中華民國107年5月18日修正,
01766,H0020050,學校衛生法,中華民國104年12月14日修正,
01770,H0000100,國家教育研究院組織法,中華民國99年11月16日制定,
01771,H0000138,國家運動訓練中心設置條例,中華民國103年1月7日制定,
01773,H0080067,性別平等教育法,中華民國107年12月7日修正,
01774,H0070059,高級中等以下教育階段非學校型態實驗教育實施條例,中華民國106年12月29日全文修正,
01779,H0060031,國立高級中等學校校務基金設置條例,中華民國104年4月21日修正,
01780,H0150032,學校法人及其所屬私立學校教職員退休撫卹離職資遣條例,中華民國108年4月9日修正,
01781,H0120056,運動產業發展條例,中華民國106年11月7日修正,
01782,H0000116,教育部體育署組織法,中華民國101年1月20日制定,
01783,H0000117,教育部國民及學前教育署組織法,中華民國101年1月20日制定,
01784,H0000124,國立公共資訊圖書館組織法,中華民國101年1月20日制定,
01785,H0000113,國立傳統藝術中心組織法,中華民國100年6月14日制定,
01786,H0060043,高級中等教育法,中華民國105年5月17日修正,
01788,H0060042,高級中等學校建教合作實施及建教生權益保障法,中華民國101年12月14日制定,
01789,H0000118,國家圖書館組織法,中華民國101年1月20日制定,
01790,H0070060,學校型態實驗教育實施條例,中華民國106年12月29日全文修正,
01791,H0000120,國立自然科學博物館組織法,中華民國101年1月20日制定,
01792,H0070058,學生輔導法,中華民國103年10月28日制定,
01793,H0000122,國立臺灣科學教育館組織法,中華民國101年1月20日制定,
01794,H0000125,國立臺灣圖書館組織法,中華民國101年1月20日制定,
01795,H0000129,教育部青年發展署組織法,中華民國102年5月31日制定,
01796,H0070062,公立高級中等以下學校委託私人辦理實驗教育條例,中華民國106年12月29日全文修正,公立國民小學及國民中學委託私人辦理條例
01798,H0080098,社區大學發展條例,中華民國107年5月18日制定,
01799,H0070054,各級學校扶助學生就學勸募條例,中華民國102年12月10日制定,
01801,I0000003,法務部調查局組織法,中華民國96年11月30日全文修正,法務部調查局組織條例;司法行政部調查局組織條例
01802,I0000004,法務部調查局幹部訓練所組織條例,中華民國69年7月18日修正,司法行政部調查局幹部訓練所組織條例
01803,I0000002,法務部司法官訓練所組織條例,中華民國104年5月26日廢止,司法行政部司法官訓練所組織條例
01804,I0000005,監獄組織通則,中華民國105年5月3日廢止,監獄組織條例;監獄條例
01805,I0000006,看守所組織通則,中華民國105年5月3日廢止,看守所組織條例;看守所條例
01806,I0020006,律師法,中華民國108年12月13日全文修正,
01807,I0020001,仲裁法,中華民國104年11月13日修正,商務仲裁條例
01808,B0010014,外國法院委託事件協助法,中華民國52年4月12日制定,
01809,I0040001,監獄行刑法,中華民國108年12月17日全文修正,
01810,I0040003,行刑累進處遇條例,中華民國95年5月19日修正,
01811,I0020004,國家賠償法,中華民國108年12月3日修正,
01812,C0010009,刑事補償法,中華民國100年6月13日全文修正,冤獄賠償法
01813,I0030003,罰金罰鍰提高標準條例,中華民國98年4月14日廢止,戡亂時期罰金罰鍰提高標準條例;戡亂時期罰金罰鍰裁判費執行費公證費提高標準條例
01814,I0040005,羈押法,中華民國108年12月10日全文修正,
01815,I0040040,戡亂時期監所人犯處理條例,中華民國80年1月15日廢止,
01816,I0040013,外役監條例,中華民國109年5月22日修正,
01817,I0030002,保安處分執行法,中華民國100年1月10日修正,
01818,I0050001,更生保護法,中華民國99年5月4日修正,
01819,I0040018,少年觀護所設置及實施通則,中華民國96年6月15日修正,少年觀護所條例
01820,I0040019,少年輔育院條例,中華民國99年5月4日修正,
01821,A0030023,行政執行法,中華民國99年1月12日修正,
01823,C0010017,中華民國七十七年罪犯減刑條例,中華民國77年4月16日制定,
01824,I0000008,法務部技能訓練所組織條例,中華民國105年5月3日廢止,
01825,Q0010001,臺灣地區與大陸地區人民關係條例,中華民國108年7月3日修正,
01826,I0070001,政風機構人員設置管理條例,中華民國101年1月20日全文修正,政風機構人員設置條例
01827,K0060044,通訊保障及監察法,中華民國107年5月8日修正,
01829,I0050021,個人資料保護法,中華民國104年12月15日修正,電腦處理個人資料保護法
01830,A0030055,行政程序法,中華民國104年12月11日修正,
01831,I0000009,法務部法醫研究所組織條例,中華民國102年5月14日廢止,
01832,I0000010,法務部矯正人員訓練所組織條例,中華民國105年5月3日廢止,
01833,A0000007,戒嚴時期人民受損權利回復條例,中華民國89年1月15日修正,
01834,I0050005,犯罪被害人保護法,中華民國104年12月11日修正,
01835,G0380131,洗錢防制法,中華民國107年11月2日修正,
01836,I0060003,國家機密保護法,中華民國109年5月22日修正,
01839,Q0010003,香港澳門關係條例,中華民國106年11月28日修正,
01840,I0040043,少年矯正學校設置及教育實施通則,中華民國99年5月4日修正,
01841,C0010023,戒治處分執行條例,中華民國96年3月2日修正,
01842,C0010022,觀察勒戒處分執行條例,中華民國107年5月29日修正,
01843,I0000011,法務部戒治所組織通則,中華民國105年5月3日廢止,
01848,I0000016,法務部行政執行署組織條例,中華民國102年5月14日廢止,
01849,I0000017,行政執行處組織通則,中華民國102年5月14日廢止,
01853,A0030286,政黨及其附隨組織不當取得財產處理條例,中華民國105年7月25日制定,
01854,A0030210,行政罰法,中華民國100年11月8日修正,
01858,I0020030,財團法人法,中華民國107年6月27日制定,
01864,I0020028,公民與政治權利國際公約及經濟社會文化權利國際公約施行法,中華民國98年3月31日制定,
01865,I0070011,聯合國反貪腐公約施行法,中華民國104年5月5日制定,
01871,I0000024,法務部矯正署組織法,中華民國99年8月19日制定,
01872,I0000039,法務部司法官學院組織法,中華民國102年4月30日制定,
01875,I0030044,跨國移交受刑人法,中華民國102年1月4日制定,
01876,I0000034,法務部行政執行署組織法,中華民國100年6月14日制定,
01877,I0000033,法務部法醫研究所組織法,中華民國100年6月14日制定,
01884,I0030047,資恐防制法,中華民國107年11月2日修正,
01901,J0000031,經濟部中央地質調查所組織條例,中華民國66年11月4日制定,
01903,J0000011,經濟部工業局組織條例,中華民國73年4月6日全文修正,
01904,J0000015,經濟部中央標準局組織條例,中華民國91年6月11日廢止,
01905,J0000019,經濟部加工出口區管理處組織條例,中華民國92年12月26日修正,
01906,J0000020,經濟部加工出口區管理處所屬各分處組織通則,中華民國68年4月17日修正,
01907,J0000028,工業技術研究院設置條例,中華民國70年5月8日修正,
01908,J0000034,中華經濟研究院設置條例,中華民國70年1月23日制定,
01909,J0000010,經濟部國際貿易局組織條例,中華民國66年12月16日修正,
01910,J0000032,經濟部國際貿易局所屬各辦事處組織通則,中華民國67年3月17日制定,
01911,J0000013,經濟部商品檢驗局組織條例,中華民國88年11月30日廢止,
01912,J0000014,經濟部商品檢驗局所屬各分局組織通則,中華民國91年6月11日廢止,
01913,J0000026,經濟部水資源統一規劃委員會組織條例,中華民國88年11月30日廢止,
01914,J0000036,經濟部中小企業處組織條例,中華民國73年11月16日制定,
01916,J0120012,臺灣地區砂糖平準基金條例,中華民國66年10月28日修正,
01917,J0010023,非常時期農礦工商管理條例,中華民國83年1月18日廢止,戰時農礦工商管理條例
01918,J0020001,礦業法,中華民國105年11月15日修正,
01919,J0020005,海域石油礦探採條例,中華民國93年5月4日廢止,
01921,J0020008,礦場安全法,中華民國89年10月27日修正,
01922,J0030011,電業法,中華民國108年5月7日修正,
01923,J0050001,加工出口區設置管理條例,中華民國99年5月7日修正,
01924,J0070007,專利法,中華民國108年4月16日修正,
01925,J0100044,標準法,中華民國86年11月11日全文修正,
01926,J0100052,度量衡法,中華民國98年1月6日修正,
01927,J0040003,技術合作條例,中華民國84年7月12日廢止,
01928,J0040010,獎勵投資條例,中華民國80年1月1日期滿廢止,
01929,J0040001,華僑回國投資條例,中華民國86年10月30日全文修正,
01930,J0040002,外國人投資條例,中華民國86年10月30日全文修正,
01931,J0030022,技師法,中華民國100年5月31日全文修正,
01932,J0080009,商業會計法,中華民國103年5月30日修正,
01933,J0080004,商業登記法,中華民國105年4月19日修正,
01934,J0120001,國營事業管理法,中華民國100年12月14日修正,
01935,J0030008,民營公用事業監督條例,中華民國108年11月5日廢止,
01936,J0070001,商標法,中華民國105年11月15日修正,
01937,J0100001,商品檢驗法,中華民國96年6月14日修正,
01938,J0080011,商品標示法,中華民國100年1月10日修正,
01939,J0120044,公營事業移轉民營條例,中華民國91年12月27日修正,
01940,J0080017,在臺公司大陸地區股東股權行使條例,中華民國81年7月3日全文修正,戡亂時期在臺公司陷區股東股權行使條例
01941,J0110001,水利法,中華民國107年5月29日修正,
01943,J0130002,能源管理法,中華民國105年11月15日修正,
01944,J0120021,鹽政條例,中華民國93年1月9日廢止,
01945,J0150002,公平交易法,中華民國106年5月26日修正,
01946,J0030043,工廠管理輔導法,中華民國108年6月27日修正,
01948,J0090004,貿易法,中華民國108年12月3日修正,
01949,J0140001,中小企業發展條例,中華民國104年12月18日修正,
01956,G0400102,國外期貨交易法,中華民國88年4月20日廢止,
01957,J0040016,促進產業升級條例,中華民國99年4月16日廢止,
01958,D0070062,促進民間參與公共建設法,中華民國107年11月6日修正,
01959,E0000012,國際合作發展基金會設置條例,中華民國102年4月30日修正,
01961,J0080044,零售市場管理條例,中華民國96年6月8日制定,
01962,J0070034,專利師法,中華民國107年11月2日修正,
01963,K0020019,獎勵民間參與交通建設條例,中華民國104年5月29日修正,
01965,J0020025,土石採取法,中華民國96年12月14日修正,
01966,J0070027,積體電路電路布局保護法,中華民國91年5月17日修正,
01967,J0080028,營業秘密法,中華民國108年12月31日修正,
01968,J0030079,冷凍空調業管理條例,中華民國93年3月30日制定,
01969,J0000060,經濟部水資源局組織條例,中華民國95年1月13日廢止,
01970,J0080024,電子遊戲場業管理條例,中華民國105年12月9日修正,
01977,J0000061,經濟部智慧財產局組織條例,中華民國100年12月12日修正,
01978,J0000051,經濟部標準檢驗局組織條例,中華民國87年10月1日制定,
01979,J0070009,專利審查官資格條例,中華民國89年1月14日制定,
01980,J0070004,商標審查官資格條例,中華民國89年1月14日制定,
01981,J0020019,石油管理法,中華民國103年5月20日修正,
01984,J0000052,經濟部標準檢驗局所屬各分局組織通則,中華民國88年1月14日制定,
01985,J0020052,地質法,中華民國99年11月16日制定,
01987,J0080037,電子簽章法,中華民國90年10月31日制定,
01988,G0380237,電子支付機構管理條例,中華民國106年12月29日修正,
01989,J0020042,事業用爆炸物管理條例,中華民國108年11月26日修正,
01991,J0110039,基隆河流域整治特別條例,中華民國100年10月30日期滿廢止,
01992,J0000063,經濟部水利署臺北水源特定區管理局組織條例,中華民國91年1月4日制定,
01993,J0000064,經濟部水利署各區水資源局組織通則,中華民國91年1月4日制定,
01994,J0000067,經濟部水利署各河川局組織通則,中華民國91年1月4日制定,
01995,J0000068,經濟部水利署水利規劃試驗所組織條例,中華民國91年1月4日制定,
01996,J0000062,經濟部水利署組織條例,中華民國91年1月4日制定,
02001,K0000003,交通部公路總局組織法,中華民國91年5月10日廢止,
02002,K0000004,交通部臺灣區國道高速公路局組織條例,中華民國67年7月11日制定,
02003,K0000027,交通部觀光局組織條例,中華民國90年6月1日修正,
02004,K0000006,交通部郵政總局組織法,中華民國93年6月11日廢止,
02005,K0000009,交通部郵政總局郵區管理局組織通則,中華民國93年6月11日廢止,
02006,K0000007,郵政儲金匯業局組織法,中華民國93年6月11日廢止,
02007,K0000011,交通部電信總局組織條例,中華民國96年6月14日廢止,
02008,K0000012,交通部電信總局所屬各區電信管理局組織通則,中華民國91年6月7日廢止,
02009,K0000014,交通部航政局組織法,中華民國27年12月2日修正,
02010,K0000019,交通部民用航空局組織條例,中華民國87年5月29日全文修正,
02011,K0000025,交通部中央氣象局組織條例,中華民國84年1月5日修正,
02012,K0000026,交通部中央氣象局附屬氣象測報機構組織通則,中華民國76年11月13日全文修正,交通部中央氣象局附屬測站組織通則
02013,K0000033,交通部運輸研究所組織條例,中華民國90年6月5日全文修正,
02014,K0030001,鐵路法,中華民國109年5月5日修正,
02015,K0030015,鐵路軍事運輸條例,中華民國55年11月11日制定,
02016,K0040001,公路法,中華民國105年12月16日修正,
02017,K0040012,道路交通管理處罰條例,中華民國109年5月22日修正,
02018,K0110001,發展觀光條例,中華民國108年5月31日修正,
02019,K0050001,郵政法,中華民國107年11月20日修正,
02020,K0050010,郵政國內匯兌法,中華民國92年4月29日廢止,
02021,K0050009,郵政儲金法,中華民國92年4月29日廢止,
02022,K0050011,簡易人壽保險法,中華民國107年11月9日修正,
02023,K0060001,電信法,中華民國102年11月26日修正,
02024,K0020001,戰時交通電業設備及器材防護條例,中華民國86年4月18日廢止,戰時交通設備及器材防護條例
02025,K0070001,航業法,中華民國103年1月3日修正,
02026,K0070004,船舶法,中華民國107年11月6日修正,
02027,K0070021,船舶登記法,中華民國64年5月23日全文修正,
02028,K0080001,商港法,中華民國100年12月6日全文修正,
02029,K0070030,航路標識條例,中華民國107年11月2日全文修正,
02030,K0070028,引水法,中華民國91年1月8日修正,
02031,K0090001,民用航空法,中華民國107年4月3日修正,
02032,K0100003,氣象法,中華民國104年6月15日修正,
02033,K0120001,大眾捷運法,中華民國103年5月20日修正,
02034,K0040033,停車場法,中華民國105年10月21日修正,
02036,K0070042,船員法,中華民國103年12月9日修正,
02037,K0120010,公營大眾捷運股份有限公司設置管理條例,中華民國91年4月2日修正,
02039,K0000046,交通部民用航空局飛航服務總臺組織條例,中華民國87年5月29日制定,
02041,K0000053,中華電信股份有限公司條例,中華民國103年12月9日廢止,
02043,K0020040,大眾運輸工具播音語言平等保障法,中華民國89年3月31日制定,
02044,K0000057,交通部民用航空局民航人員訓練所組織條例,中華民國89年1月14日制定,
02049,K0020032,交通部郵電事業人員退休撫卹條例,中華民國92年1月14日制定,
02050,K0000058,交通部公路總局組織法,中華民國105年11月1日全文修正,交通部公路總局組織條例
02051,K0000059,交通部公路總局各區養護工程處組織通則,中華民國90年12月25日制定,
02052,K0000061,交通部公路總局各區監理所組織通則,中華民國90年12月25日制定,
02053,K0000060,交通部公路總局材料試驗所組織條例,中華民國90年12月25日制定,
02054,K0000063,交通部基隆港務局組織條例,中華民國106年11月7日廢止,
02055,K0000064,交通部基隆港務局棧埠管理處組織條例,中華民國90年12月25日制定,
02056,K0000065,交通部基隆港務局港埠工程處組織條例,中華民國90年12月25日制定,
02057,K0000066,交通部基隆港務局船舶機械修造工廠組織條例,中華民國90年12月25日制定,
02058,K0000068,交通部基隆港務局蘇澳港分局組織條例,中華民國90年12月25日制定,
02059,K0000067,交通部基隆港務局船舶管理所組織條例,中華民國90年12月25日制定,
02060,K0000069,交通部基隆港務局臺北港分局組織條例,中華民國90年12月25日制定,
02061,K0000070,交通部臺中港務局組織條例,中華民國106年11月7日廢止,
02062,K0000071,交通部臺中港務局棧埠管理處組織條例,中華民國90年12月28日制定,
02063,K0000072,交通部臺中港務局港埠工程處組織條例,中華民國90年12月28日制定,
02064,K0000073,交通部臺中港務局船舶機械修造工廠組織條例,中華民國90年12月28日制定,
02065,K0000074,交通部高雄港務局組織條例,中華民國106年11月7日廢止,
02066,K0000075,交通部高雄港務局棧埠管理處組織條例,中華民國90年12月28日制定,
02067,K0000082,交通部高雄港務局港埠工程處組織條例,中華民國90年12月28日制定,
02068,K0000076,交通部高雄港務局船舶機械修造工廠組織條例,中華民國90年12月28日制定,
02069,K0000078,交通部高雄港務局安平港分局組織條例,中華民國90年12月28日制定,
02070,K0000077,交通部高雄港務局各地辦事處組織通則,中華民國90年12月28日制定,
02071,K0000079,交通部花蓮港務局組織條例,中華民國106年11月7日廢止,
02072,K0000081,交通部花蓮港務局港埠工程處組織條例,中華民國90年12月28日制定,
02073,K0000080,交通部花蓮港務局棧埠管理處組織條例,中華民國90年12月28日制定,
02074,K0020041,發展大眾運輸條例,中華民國108年5月31日修正,
02075,K0000083,交通部民用航空局所屬航空站組織通則,中華民國92年5月6日制定,
02076,J0110040,溫泉法,中華民國99年4月20日修正,
02077,K0050015,郵政儲金匯兌法,中華民國103年1月14日修正,
02078,K0000056,中華郵政股份有限公司設置條例,中華民國91年6月11日制定,
02080,K0000106,交通部臺灣鐵路管理局組織條例,中華民國93年5月18日制定,
02081,K0000107,交通部臺灣鐵路管理局所屬分支機構組織通則,中華民國103年1月3日修正,
02083,K0000108,交通部臺灣鐵路管理局各機廠組織通則,中華民國93年5月18日制定,
02084,K0090057,運輸事故調查法,中華民國108年4月2日全文修正,飛航事故調查法
02085,K0000110,交通部臺灣鐵路管理局餐旅服務總所組織條例,中華民國93年5月18日制定,
02086,K0000109,交通部臺灣鐵路管理局貨運服務總所組織條例,中華民國93年5月18日制定,
02090,G0380207,電子票證發行管理條例,中華民國106年12月29日修正,
02092,K0000138,國營國際機場園區股份有限公司設置條例,中華民國98年6月12日制定,
02101,D0000045,蒙古盟部旗組織法,中華民國95年1月13日廢止,
02102,D0100005,管理喇嘛寺廟條例,中華民國92年5月27日廢止,
02103,,蒙藏委員會流亡蒙胞就業就學輔導委員會組織條例,中華民國83年11月10日廢止,
02104,D0100007,蒙藏族身分證明條例,中華民國91年11月26日制定,
02203,K0000145,國營港務股份有限公司設置條例,中華民國100年10月25日制定,
02301,T0020001,預算法,中華民國105年11月15日修正,
02302,T0020005,決算法,中華民國100年5月6日修正,
02303,T0030001,會計法,中華民國108年11月5日修正,
02304,T0040001,統計法,中華民國107年5月29日全文修正,
02305,T0010003,主計機構人員設置管理條例,中華民國101年11月20日全文修正,
02306,T0000002,行政院主計處電子處理資料中心組織條例,中華民國68年4月3日制定,
02308,A0030057,政府採購法,中華民國108年4月30日修正,
02309,A0020062,中央政府預算執行暫行條例,中華民國87年6月30日期滿廢止,
02311,G0320034,財政紀律法,中華民國108年3月19日制定,
02401,P0000002,行政院新聞局駐外新聞機構組織通則,中華民國70年1月20日全文修正,
02402,P0030001,出版法,中華民國88年1月12日廢止,
02403,P0030003,出版獎助條例,中華民國91年12月13日廢止,
02404,P0020002,新聞記者法,中華民國93年1月9日廢止,
02405,P0040002,電影法,中華民國104年5月22日全文修正,
02406,P0050001,廣播電視法,中華民國107年5月22日修正,
02407,P0050005,廣播電視事業發展基金條例,中華民國97年7月15日廢止,
02409,P0050008,有線廣播電視法,中華民國107年5月22日修正,有線電視法
02410,P0000006,中央通訊社設置條例,中華民國87年12月29日修正,
02411,P0050025,公共電視法,中華民國98年12月11日修正,
02412,P0000007,中央廣播電臺設置條例,中華民國85年1月17日制定,
02413,H0000048,國立教育廣播電臺組織條例,中華民國102年12月31日廢止,
02414,H0000049,國立教育廣播電臺分臺組織通則,中華民國102年12月31日廢止,
02415,P0050013,衛星廣播電視法,中華民國107年5月22日修正,
02417,P0010005,通訊傳播基本法,中華民國105年10月21日修正,
02418,P0050030,無線電視事業公股處理條例,中華民國109年4月28日修正,
02421,H0000123,國立教育廣播電臺組織法,中華民國101年1月20日制定,
02501,,行政院衛生署環境保護局組織條例,中華民國77年4月16日廢止,
02502,L0000011,中央衛生實驗院組織條例,中華民國89年12月1日廢止,
02503,L0000010,行政院衛生署預防醫學研究所組織條例,中華民國89年12月1日廢止,
02504,L0000008,行政院衛生署藥物食品檢驗局組織條例,中華民國100年5月20日廢止,
02505,L0000007,行政院衛生署管制藥品管理局組織條例,中華民國100年5月20日廢止,行政院衛生署麻醉藥品經理處組織條例
02506,L0000009,行政院衛生署檢疫總所組織條例,中華民國89年12月1日廢止,
02507,O0040010,飲用水管理條例,中華民國95年1月6日修正,
02508,L0020001,醫師法,中華民國108年12月13日修正,
02509,L0030066,藥師法,中華民國108年12月13日修正,藥劑師法
02510,L0030001,藥事法,中華民國106年12月29日修正,藥物藥商管理法
02511,L0070003,助產人員法,中華民國108年12月13日修正,助產士法
02512,L0030010,管制藥品管理條例,中華民國106年5月26日修正,麻醉藥品管理條例
02513,L0040001,食品安全衛生管理法,中華民國108年5月24日修正,食品衛生管理法
02514,L0040006,營養師法,中華民國108年12月13日修正,
02515,L0030013,化粧品衛生安全管理法,中華民國107年4月10日全文修正,化粧品衛生管理條例
02516,L0050001,傳染病防治法,中華民國108年5月24日修正,傳染病防治條例
02517,L0070001,優生保健法,中華民國98年6月12日修正,
02518,O0050001,廢棄物清理法,中華民國106年5月26日修正,
02519,O0020001,空氣污染防制法,中華民國107年6月25日全文修正,
02520,O0040001,水污染防治法,中華民國107年5月18日修正,
02521,O0030001,噪音管制法,中華民國97年11月11日全文修正,
02522,,捐資興辦衛生事業褒獎條例,中華民國75年11月18日廢止,
02523,L0020013,獎勵醫藥技術條例,中華民國94年1月14日廢止,
02524,L0020015,解剖屍體條例,中華民國73年5月15日全文修正,
02525,,眼角膜移植條例,中華民國77年11月17日廢止,
02526,L0020030,精神衛生法,中華民國108年12月13日修正,
02528,L0070024,人工生殖法,中華民國106年12月15日修正,
02529,O0130001,室內空氣品質管理法,中華民國100年11月8日制定,
02531,L0000054,衛生福利部食品藥物管理署組織法,中華民國102年5月31日全文修正,行政院衛生署食品藥物管理局組織法
02533,L0020021,醫療法,中華民國108年12月13日修正,
02535,L0020024,人體器官移植條例,中華民國104年6月12日修正,
02536,L0020189,病人自主權利法,中華民國108年5月24日修正,
02538,L0020164,人體生物資料庫管理條例,中華民國108年5月24日修正,
02540,L0020090,醫事檢驗師法,中華民國108年12月13日修正,
02541,L0020176,人體研究法,中華民國107年12月14日修正,
02542,L0020166,護理人員法,中華民國108年12月13日修正,
02544,L0020118,血液製劑條例,中華民國107年12月14日修正,
02545,L0050004,人類免疫缺乏病毒傳染防治及感染者權益保障條例,中華民國107年5月18日修正,後天免疫缺乏症候群防治條例
02546,L0000025,行政院衛生署中醫藥委員會組織條例,中華民國104年6月9日廢止,
02547,L0020045,緊急醫療救護法,中華民國101年12月25日修正,
02549,L0070021,菸害防制法,中華民國98年1月12日修正,
02550,H0000057,國立中國醫藥研究所組織條例,中華民國104年6月9日廢止,
02551,L0020044,物理治療師法,中華民國108年12月13日修正,
02552,L0020089,醫事放射師法,中華民國108年12月13日修正,
02553,L0020039,職能治療師法,中華民國108年12月13日修正,
02554,L0000026,衛生福利部中央健康保險署組織法,中華民國102年5月31日全文修正,行政院衛生署中央健康保險局組織法;中央健康保險局組織條例
02555,L0000030,財團法人國家衛生研究院設置條例,中華民國88年1月14日修正,
02556,L0040012,健康食品管理法,中華民國108年12月13日修正,
02557,L0020009,醫事人員人事條例,中華民國95年4月25日全文修正,
