lycode,pcode,name,status,oldname
02561,L0000024,行政院衛生署疾病管制局組織條例,中華民國104年6月9日廢止,
02562,L0020066,安寧緩和醫療條例,中華民國101年12月21日修正,
02563,L0030003,罕見疾病防治及藥物法,中華民國103年12月30日修正,
02564,L0030023,藥害救濟法,中華民國108年12月13日修正,
02565,L0070008,癌症防治法,中華民國107年5月8日修正,
02566,L0020098,心理師法,中華民國108年12月13日修正,
02567,L0020065,促進醫療服務業發展條例,中華民國95年1月13日廢止,
02569,L0020190,驗光人員法,中華民國108年12月13日修正,
02571,L0000046,行政院衛生署國民健康局組織條例,中華民國104年6月9日廢止,
02572,L0020150,牙體技術師法,中華民國108年12月13日修正,
02574,L0020099,呼吸治療師法,中華民國108年12月13日修正,
02576,L0070009,口腔健康法,中華民國105年12月23日修正,
02578,L0050007,嚴重急性呼吸道症候群防治及紓困暫行條例,中華民國93年12月31日期滿廢止,
02579,L0020216,公共衛生師法,中華民國109年5月15日制定,
02582,I0010052,法醫師法,中華民國108年4月9日修正,
02584,L0020135,語言治療師法,中華民國108年12月13日修正,
02586,L0020149,聽力師法,中華民國108年12月13日修正,
02588,L0070040,長期照顧服務法,中華民國108年5月24日修正,
02591,L0000055,衛生福利部組織法,中華民國107年5月29日修正,
02592,L0000056,衛生福利部疾病管制署組織法,中華民國102年5月31日制定,
02593,L0000057,衛生福利部國民健康署組織法,中華民國102年5月31日制定,
02594,L0000059,衛生福利部國家中醫藥研究所組織法,中華民國102年5月31日制定,
02596,L0070039,油症患者健康照護服務條例,中華民國105年11月1日修正,
02597,L0000058,衛生福利部社會及家庭署組織法,中華民國102年5月31日制定,
02601,F0150001,國軍退除役官兵輔導條例,中華民國106年3月31日修正,
02701,J0160001,原子能法,中華民國60年12月14日修正,
02702,J0000047,行政院原子能委員會輻射偵測中心組織條例,中華民國85年6月21日全文修正,臺灣輻射偵測工作站組織條例
02703,J0000048,行政院原子能委員會放射性物料管理局組織條例,中華民國85年1月9日全文修正,放射性待處理物料管理處組織條例
02704,J0000045,行政院原子能委員會核能研究所組織條例,中華民國78年12月15日制定,
02708,J0160056,核子事故緊急應變法,中華民國92年12月9日制定,
02709,J0160015,放射性物料管理法,中華民國91年12月10日制定,
02710,J0160009,游離輻射防護法,中華民國91年1月4日制定,
02711,J0160019,核子反應器設施管制法,中華民國91年12月20日制定,
02712,J0160079,低放射性廢棄物最終處置設施場址設置條例,中華民國95年4月28日制定,
02801,H0160004,科學園區設置管理條例,中華民國107年5月15日全文修正,科學工業園區設置管理條例
02802,H0160006,科學工業園區管理局組織條例,中華民國104年5月26日廢止,
02805,H0160033,財團法人國家同步輻射研究中心設置條例,中華民國91年5月24日制定,
02806,H0160034,財團法人國家實驗研究院設置條例,中華民國91年5月24日制定,
02807,H0160028,科學技術基本法,中華民國106年5月26日修正,
02809,H0160042,南部科學工業園區管理局組織條例,中華民國104年5月26日廢止,
02813,H0000087,行政院國家科學委員會中部科學工業園區管理局組織法,中華民國104年5月26日廢止,
02814,J0040046,生技新藥產業發展條例,中華民國105年12月30日修正,
02815,H0000139,科技部組織法,中華民國108年11月26日修正,
02817,H0000140,科技部新竹科學園區管理局組織法,中華民國108年11月26日全文修正,科技部新竹科學工業園區管理局組織法
02818,H0000141,科技部中部科學園區管理局組織法,中華民國108年11月26日全文修正,科技部中部科學工業園區管理局組織法
02819,H0000142,科技部南部科學園區管理局組織法,中華民國108年11月26日全文修正,科技部南部科學工業園區管理局組織法
02822,H0000151,國家資通安全科技中心設置條例,中華民國105年5月3日廢止,
02823,A0030297,資通安全管理法,中華民國107年5月11日制定,
02901,H0170001,文化資產保存法,中華民國105年7月12日全文修正,
02902,H0170006,文化藝術獎助條例,中華民國91年5月21日修正,
02903,H0000056,國家文化藝術基金會設置條例,中華民國106年11月28日修正,
02905,H0170101,博物館法,中華民國104年6月15日制定,
02908,H0170102,水下文化資產保存法,中華民國104年11月24日制定,
02909,D0130022,財團法人原住民族文化事業基金會設置條例,中華民國105年5月24日修正,
02911,H0000105,文化部文化資產局組織法,中華民國100年6月14日制定,
02913,H0000106,國立臺灣史前文化博物館組織法,中華民國100年6月14日制定,
02916,H0000132,國立海洋科技博物館組織法,中華民國102年12月31日制定,
03101,M0020001,農業發展條例,中華民國105年11月11日修正,
03102,M0110006,山坡地保育利用條例,中華民國107年12月28日修正,
03103,M0030006,農倉業法,中華民國89年10月13日廢止,
03104,M0030007,農倉業法施行條例,中華民國89年10月13日廢止,
03105,M0140012,農藥管理法,中華民國107年5月8日修正,
03106,M0030070,農產品市場交易法,中華民國108年6月21日修正,
03107,M0040001,森林法,中華民國105年11月15日修正,
03108,M0050001,漁業法,中華民國107年12月7日修正,
03110,M0130001,獸醫師法,中華民國108年11月26日修正,
03111,M0130003,動物傳染病防治條例,中華民國108年12月3日修正,家畜傳染病防治條例
03112,M0130015,動物用藥品管理法,中華民國105年10月21日修正,
03113,M0060001,飼料管理法,中華民國104年1月23日修正,
03114,M0030011,蠶種製造條例,中華民國88年11月30日廢止,
03116,M0110001,水土保持法,中華民國105年11月15日修正,
03117,M0030024,植物品種及種苗法,中華民國107年5月8日修正,植物種苗法
03118,M0120001,野生動物保育法,中華民國102年1月8日修正,
03120,M0100001,農田水利會組織通則,中華民國107年1月17日修正,
03122,M0030039,肥料管理法,中華民國91年5月24日修正,
03123,M0030037,糧食管理法,中華民國108年6月21日修正,
03127,M0050010,漁港法,中華民國95年1月6日全文修正,
03128,M0060023,畜牧法,中華民國99年11月5日修正,
03130,M0140001,植物防疫檢疫法,中華民國107年5月29日修正,
03134,M0060027,動物保護法,中華民國107年12月7日修正,
03136,M0000006,行政院農業委員會動植物防疫檢疫局組織條例,中華民國90年1月4日修正,
03137,M0000007,行政院農業委員會動植物防疫檢疫局所屬各分局組織通則,中華民國90年1月4日全文修正,
03138,M0000004,行政院農業委員會漁業署組織條例,中華民國87年5月29日制定,
03140,M0000013,行政院農業委員會農糧署組織條例,中華民國93年1月2日制定,
03141,M0000014,行政院農業委員會農糧署各分署組織通則,中華民國93年1月2日制定,
03148,M0000037,行政院農業委員會水土保持局組織法,中華民國96年6月15日制定,
03164,M0000036,農業科技園區設置管理條例,中華民國105年4月19日修正,
03166,M0060072,農產品生產及驗證管理法,中華民國108年12月3日全文修正,
03167,M0050037,投資經營非我國籍漁船管理條例,中華民國105年7月5日全文修正,
03168,M0110017,農村再生條例,中華民國99年7月14日制定,
03182,M0030093,有機農業促進法,中華民國107年5月8日制定,
03186,M0050051,遠洋漁業條例,中華民國105年7月5日制定,
03187,M0070072,農業保險法,中華民國109年5月12日制定,
03301,S0000015,公務人員住宅及福利委員會組織條例,中華民國103年5月30日廢止,
03302,S0000029,行政院人事行政總處公務人力發展學院組織法,中華民國106年3月31日制定,
03401,I0020026,政府資訊公開法,中華民國94年12月6日制定,
03614,N0080001,職業訓練法,中華民國104年6月15日修正,
03615,N0090001,就業服務法,中華民國107年11月9日修正,
03616,N0030014,性別工作平等法,中華民國105年5月3日修正,兩性工作平等法
03617,N0000015,行政院勞工委員會勞工安全衛生研究所組織條例,中華民國104年6月9日廢止,
03618,N0000016,勞工保險局組織條例,中華民國104年6月9日廢止,
03619,N0000017,勞工保險監理委員會組織條例,中華民國104年6月9日廢止,
03623,N0030020,勞工退休金條例,中華民國108年4月26日修正,
03624,N0060041,職業災害勞工保護法,中華民國107年11月6日修正,
03626,N0020012,大量解僱勞工保護法,中華民國104年6月15日修正,
03627,D0130006,原住民族工作權保障法,中華民國104年1月22日修正,
03631,N0050021,就業保險法,中華民國104年1月20日修正,
03632,N0000026,勞工退休基金監理會組織法,中華民國104年6月9日廢止,
03633,N0090021,公共服務擴大就業暫行條例,中華民國93年6月18日期滿廢止,
03637,N0000030,勞動部組織法,中華民國103年1月9日制定,
03638,N0000035,勞動部勞工保險局組織法,中華民國103年1月9日制定,
03639,N0000033,勞動部勞動力發展署組織法,中華民國103年1月9日制定,
03640,N0000034,勞動部勞動基金運用局組織法,中華民國103年1月9日制定,
03641,N0000031,勞動部勞動及職業安全衛生研究所組織法,中華民國103年1月9日制定,
03642,N0000032,勞動部職業安全衛生署組織法,中華民國103年1月9日制定,
03706,O0060012,毒性及關注化學物質管理法,中華民國107年12月21日全文修正,毒性化學物質管理法
03707,O0100001,環境基本法,中華民國91年11月19日制定,
03710,O0080001,公害糾紛處理法,中華民國98年6月2日修正,
03712,O0000004,行政院環境保護署環境檢驗所組織條例,中華民國83年12月29日修正,
03713,O0000005,行政院環境保護署環境保護人員訓練所組織條例,中華民國83年12月29日修正,
03714,O0120001,環境教育法,中華民國106年11月7日修正,
03716,O0090001,環境影響評估法,中華民國91年12月17日修正,
03717,O0020098,溫室氣體減量及管理法,中華民國104年6月15日制定,
03718,O0110001,土壤及地下水污染整治法,中華民國99年1月8日全文修正,
03719,O0060001,環境用藥管理法,中華民國105年11月18日修正,
03723,O0040026,海洋污染防治法,中華民國103年5月20日修正,
03725,O0050049,資源回收再利用法,中華民國97年12月30日修正,
03736,D0070209,濕地保育法,中華民國102年6月18日制定,
03747,O0000018,行政院環境保護署毒物及化學物質局組織法,中華民國105年12月9日制定,
04001,D0070073,工程技術顧問公司管理條例,中華民國92年6月3日制定,
04003,A0030293,前瞻基礎建設特別條例,中華民國106年7月5日制定,
04101,A0000001,中華民國憲法,中華民國35年12月25日制定,
04102,,動員戡亂時期臨時條款,中華民國80年5月1日,
04103,A0000003,憲法實施之準備程序,中華民國35年12月24日制定,
04104,A0000004,訓政結束程序法,中華民國36年12月22日制定,
04105,A0000002,中華民國憲法增修條文,中華民國93年8月23日修正,
04106,D0020050,公民投票法,中華民國108年6月17日修正,
04108,A0030110,九二一震災重建暫行條例,中華民國95年2月4日期滿廢止,
04201,A0010001,國民大會組織法,中華民國94年5月20日修正,
04203,D0020003,國民大會代表立法院立法委員選舉總事務所組織條例,中華民國92年5月13日廢止,
04204,D0020001,國民大會代表選舉罷免法,中華民國92年5月27日廢止,
04205,D0020002,國民大會代表選舉罷免法施行條例,中華民國92年5月27日廢止,
04206,D0020004,國民大會代表立法院立法委員選舉補充條例,中華民國92年5月27日廢止,
04207,,第一屆國民大會代表出缺遞補補充條例,中華民國77年3月9日廢止,
04209,,國民大會代表報酬及費用支給條例,中華民國94年5月20日廢止,
04210,A0020002,國民大會同意權行使法,中華民國81年10月30日制定,
04211,D0020056,國民大會職權行使法,中華民國94年5月20日制定,
04212,D0020055,國民大會代表選舉法,中華民國95年1月6日廢止,
04301,A0010012,中華民國總統府組織法,中華民國99年8月19日修正,
04302,A0010013,國策顧問委員會組織條例,中華民國86年4月18日廢止,
04303,A0010014,戰略顧問委員會組織條例,中華民國86年4月18日廢止,
04304,,光復大陸設計研究委員會組織條例,中華民國80年7月9日廢止,
04305,A0010015,稽勳委員會組織條例,中華民國86年4月18日廢止,
04306,A0010016,中央研究院組織法,中華民國102年12月31日修正,國立中央研究院組織法
04307,A0010021,國家安全會議組織法,中華民國92年6月5日全文修正,
04308,A0020039,中央研究院評議會條例,中華民國98年12月15日廢止,
04309,A0010017,國史館組織條例,中華民國90年10月4日全文修正,
04310,A0010018,國父陵園管理委員會組織條例,中華民國35年6月18日制定,
04311,A0020001,總統副總統選舉罷免法,中華民國88年11月30日廢止,
04312,,總統副總統宣誓條例,中華民國43年5月7日制定,
04313,A0030002,卸任總統副總統禮遇條例,中華民國99年8月19日修正,卸任總統禮遇條例
04314,,印信條例,中華民國96年3月2日修正,
04315,A0030006,勳章條例,中華民國70年11月20日,
04316,A0020040,國立中央研究院基金條例,中華民國98年10月23日廢止,
04317,A0010022,國家安全局組織法,中華民國108年12月17日修正,
04318,D0020053,總統副總統選舉罷免法,中華民國109年4月17日修正,
04319,A0030227,總統副總統待遇支給條例,中華民國97年5月9日制定,
04325,A0030246,特種勤務條例,中華民國108年11月5日修正,
04326,H0000170,國家人權博物館組織法,中華民國106年11月28日制定,
04327,A0030015,總統副總統文物管理條例,中華民國106年12月8日修正,
04401,A0010044,立法院組織法,中華民國105年11月25日修正,
04402,A0010043,立法院各委員會組織法,中華民國98年1月13日修正,
04403,D0020006,立法院立法委員選舉罷免法,中華民國92年5月27日廢止,
04404,D0020007,立法院立法委員選舉罷免法施行條例,中華民國92年5月27日廢止,
04405,A0030133,中央法規標準法,中華民國93年5月4日修正,
04406,D0020062,遊說法,中華民國96年7月20日制定,
04412,A0020064,立法委員行為法,中華民國91年1月15日修正,
04414,A0020058,立法院職權行使法,中華民國107年11月6日修正,
04501,A0010051,司法院組織法,中華民國109年5月22日修正,
04502,A0010053,法院組織法,中華民國107年12月7日修正,
04503,A0010054,最高法院設置分庭條例,中華民國32年7月20日全文修正,
04504,A0010055,行政法院組織法,中華民國109年5月22日修正,
04505,A0010056,懲戒法院組織法,中華民國109年5月22日全文修正,公務員懲戒委員會組織法;中央公務員懲戒委員會組織法
04506,A0030159,憲法訴訟法,中華民國107年12月18日全文修正,司法院大法官審理案件法;司法院大法官會議法
04507,,民法第一編總則,中華民國108年5月24日修正,
04508,B0000002,民法總則施行法,中華民國104年5月26日修正,
04509,,民法第二編債,中華民國99年5月7日修正,
04510,B0000003,民法債編施行法,中華民國98年12月15日修正,
04511,,民法第三編物權,中華民國101年5月29日修正,
04512,B0000004,民法物權編施行法,中華民國99年1月5日修正,
04513,,民法第四編親屬,中華民國108年5月24日修正,
04514,B0000005,民法親屬編施行法,中華民國101年12月7日修正,
04515,,民法第五編繼承,中華民國103年12月30日修正,
04516,B0000006,民法繼承編施行法,中華民國102年1月11日修正,
04517,J0080001,公司法,中華民國107年7月6日修正,
04518,G0380028,票據法,中華民國76年6月22日修正,
04519,K0070002,海商法,中華民國98年6月12日修正,
04520,G0390002,保險法,中華民國109年5月22日修正,
04521,G0380024,動產擔保交易法,中華民國96年6月14日修正,
04522,B0010006,破產法,中華民國107年5月22日修正,
04523,B0010007,破產法施行法,中華民國107年5月22日修正,
04524,B0000007,涉外民事法律適用法,中華民國99年4月30日全文修正,
04525,B0010010,公證法,中華民國108年3月19日修正,
04526,B0010012,提存法,中華民國96年11月27日全文修正,
04527,B0010001,民事訴訟法,中華民國107年11月9日修正,中華民國民事訴訟法
04528,B0010002,民事訴訟法施行法,中華民國107年11月9日修正,中華民國民事訴訟法施行法
04529,B0010003,民事訴訟費用法,中華民國92年1月14日廢止,
04530,B0010015,民刑事訴訟卷宗滅失案件處理法,中華民國62年4月20日制定,
04531,J0160003,核子損害賠償法,中華民國86年4月25日全文修正,
04532,B0010008,非訟事件法,中華民國107年5月22日修正,
04533,I0020003,鄉鎮市調解條例,中華民國98年12月15日修正,
04534,B0010004,強制執行法,中華民國108年5月10日修正,
04535,B0010005,管收條例,中華民國69年7月11日修正,
04536,C0000001,中華民國刑法,中華民國108年12月31日修正,
04537,C0000002,中華民國刑法施行法,中華民國108年12月6日修正,
04538,C0000003,妨害國幣懲治條例,中華民國100年6月10日修正,妨害國幣懲治暫行條例
04539,F0120002,妨害兵役治罪條例,中華民國100年5月3日修正,
04540,C0000004,妨害國家總動員懲罰暫行條例,中華民國92年12月16日廢止,
04541,C0000005,懲治盜匪條例,中華民國91年1月8日廢止,
04542,C0000006,懲治走私條例,中華民國101年5月29日修正,
04543,M0030001,違反糧食管理治罪條例,中華民國86年5月16日廢止,
04544,C0000010,懲治叛亂條例,中華民國80年5月17日廢止,
04545,C0000012,戡亂時期檢肅匪諜條例,中華民國80年5月24日廢止,
04546,,殘害人群治罪條例,中華民國42年5月8日制定,
04547,C0000008,毒品危害防制條例,中華民國108年12月17日修正,肅清煙毒條例;戡亂時期肅清煙毒條例
04548,I0030004,竊盜犯贓物犯保安處分條例,中華民國95年5月5日修正,戡亂時期竊盜犯贓物犯保安處分條例
04549,D0080051,檢肅流氓條例,中華民國98年1月6日廢止,動員戡亂時期檢肅流氓條例
04550,C0010011,少年事件處理法,中華民國108年5月31日修正,
04551,C0000007,貪污治罪條例,中華民國105年5月27日修正,戡亂時期貪污治罪條例
04552,C0010001,刑事訴訟法,中華民國108年12月17日修正,中華民國刑事訴訟法
04553,C0010002,刑事訴訟法施行法,中華民國108年12月17日修正,中華民國刑事訴訟法施行法
04554,C0010008,提審法,中華民國102年12月24日全文修正,
04555,C0010013,公設辯護人條例,中華民國96年6月14日修正,
04556,I0030006,調度司法警察條例,中華民國69年6月20日修正,
04557,,赦免法,中華民國80年9月24日修正,
04558,C0010006,中華民國六十年罪犯減刑條例,中華民國60年8月27日制定,
04559,C0010007,中華民國六十四年罪犯減刑條例,中華民國64年5月30日制定,
04560,,中美共同防禦期間處理在華美軍人員刑事案件條例,中華民國68年12月31日,
04561,A0030020,訴願法,中華民國101年6月5日修正,
04562,A0030154,行政訴訟法,中華民國108年12月13日修正,
04563,A0030155,公務員懲戒法,中華民國109年5月22日全文修正,
04564,S0020049,司法人員人事條例,中華民國109年5月22日修正,
04565,A0030243,法官法,中華民國109年5月22日修正,
04569,C0010018,中華民國八十年罪犯減刑條例,中華民國79年12月28日制定,
04570,A0010058,法官學院組織法,中華民國102年4月30日全文修正,司法院司法人員研習所組織條例
04574,C0000013,組織犯罪防制條例,中華民國106年12月15日修正,
04576,F0120018,戒嚴時期不當叛亂暨匪諜審判案件補償條例,中華民國95年12月15日修正,
04577,A0030161,證人保護法,中華民國107年5月22日修正,
04580,A0030116,千禧年資訊年序爭議處理法,中華民國88年12月30日制定,
04581,A0030156,行政訴訟法施行法,中華民國108年12月13日修正,
04583,B0010048,家事事件法,中華民國108年5月24日修正,
04584,A0030157,法律扶助法,中華民國104年6月15日全文修正,
04585,B0010030,民事訴訟合意選定法官審判暫行條例,中華民國97年9月5日期滿廢止,
04590,B0010042,消費者債務清理條例,中華民國107年11月30日修正,
04591,A0010090,智慧財產及商業法院組織法,中華民國108年12月17日全文修正,智慧財產法院組織法
04592,A0030215,智慧財產案件審理法,中華民國103年5月20日修正,
04595,C0010026,中華民國九十六年罪犯減刑條例,中華民國96年6月15日制定,
04596,C0010027,刑事妥速審判法,中華民國108年5月24日修正,
04597,A0010100,少年及家事法院組織法,中華民國103年1月10日修正,
04601,A0010063,考試院組織法,中華民國108年12月10日修正,
04602,R0000001,考選部組織法,中華民國83年11月10日全文修正,
04603,S0000001,銓敘部組織法,中華民國90年12月28日修正,
04604,A0010064,考銓處組織條例,中華民國35年1月31日制定,
04605,R0030001,公務人員考試法,中華民國107年11月6日修正,
04606,R0030111,特種考試邊區行政人員考試條例,中華民國82年4月8日廢止,
04607,,縣長考試條例,中華民國82年4月8日廢止,
04608,,非常時期特種考試暫行條例,中華民國82年4月8日廢止,
04609,,省縣公職候選人考試法,中華民國82年4月8日廢止,
04610,R0030035,公務人員升官等考試法,中華民國103年12月23日修正,公務人員升等考試法
04611,R0040008,外國人應專門職業及技術人員考試條例,中華民國90年10月30日廢止,
04612,R0040001,專門職業及技術人員考試法,中華民國107年11月6日修正,
04613,,典試法,中華民國104年1月20日全文修正,
04614,,分類職位公務人員考試典試法,中華民國77年10月20日廢止,
04615,R0020004,監試法,中華民國39年10月17日全文修正,
04617,,公務人員任用法,中華民國108年3月19日修正,
04618,A0040010,縣長任用法,中華民國91年5月17日廢止,
04619,S0020029,技術人員任用條例,中華民國91年1月8日廢止,
04620,A0040011,縣行政人員任用條例,中華民國91年5月17日廢止,
04621,S0020013,蒙藏邊區人員任用條例,中華民國25年12月18日制定,
04622,,軍法人員轉任司法官條例,中華民國33年9月20日制定,
04624,S0020020,農林事業人員任用條例,中華民國88年11月30日廢止,
04625,S0020021,國家銀行職員任免條例,中華民國89年12月1日廢止,
04626,S0020009,交通事業人員任用條例,中華民國92年5月2日修正,
04627,,特種考試復員軍官佐轉業考試及格人員轉任文職條例,中華民國82年7月9日廢止,
04628,S0020007,駐外外交領事人員任用條例,中華民國106年12月26日修正,
04629,S0020004,審計人員任用條例,中華民國64年4月18日全文修正,
04630,H0150017,教育人員任用條例,中華民國103年1月3日修正,
04631,S0020014,聘用人員聘用條例,中華民國61年1月25日修正,
04632,S0020016,派用人員派用條例,中華民國104年6月2日廢止,
04634,,公務人員俸給法,中華民國96年12月21日修正,
04635,S0030010,立法委員監察委員歲費公費支給暫行條例,中華民國37年12月31日全文修正,
04636,S0030009,總統副總統及特任人員月俸公費支給暫行條例,中華民國37年12月31日制定,
04639,R0030060,後備軍人轉任公職考試比敘條例,中華民國91年1月8日修正,
04640,S0020018,戰地公務人員管理條例,中華民國91年12月24日廢止,
04641,,公務人員考績法,中華民國96年3月2日修正,
04643,,邊遠地區服務人員獎勵條例,中華民國89年12月1日廢止,
04644,,反共抗俄立功人員獎敘條例,中華民國82年4月8日廢止,
04645,S0080001,公務人員退休法,中華民國107年11月6日廢止,公務員退休法
04646,S0080004,政務人員退職酬勞金給與條例,中華民國92年12月31日期滿廢止,政務官退職酬勞金給與條例
04647,S0090001,公務人員撫卹法,中華民國107年11月6日廢止,公務員撫卹法
04648,H0150006,學校教職員撫卹條例,中華民國108年4月9日廢止,
04649,S0050001,公務員進修及考察選送條例,中華民國91年5月10日廢止,
04650,S0070001,公教人員保險法,中華民國104年11月17日修正,公務人員保險法
04651,S0070011,公務人員眷屬疾病保險條例,中華民國88年5月11日廢止,
04652,S0110001,人事管理條例,中華民國72年7月12日修正,
04653,,高等考試及格人員縣長挑選條例,中華民國82年4月8日廢止,
04654,S0020038,公務員服務法,中華民國89年6月30日修正,
04655,,公務人員交代條例,中華民國42年12月18日全文修正,
04659,S0020033,專門職業及技術人員轉任公務人員條例,中華民國96年12月21日修正,
04660,S0050004,公務人員訓練進修法,中華民國102年11月26日修正,
04662,S0080033,公職人員年資併社團專職人員年資計發退離給與處理條例,中華民國106年4月25日制定,
04663,S0000013,公務人員保障暨培訓委員會組織法,中華民國98年10月23日全文修正,
04664,S0120001,公務人員保障法,中華民國106年5月26日修正,
04666,S0110033,公務人員陞遷法,中華民國98年3月31日全文修正,
04667,S0080006,公務人員退休撫卹基金管理條例,中華民國83年12月13日制定,
04668,S0000011,公務人員退休撫卹基金監理委員會組織條例,中華民國84年1月6日制定,
04671,S0000010,公務人員退休撫卹基金管理委員會組織條例,中華民國83年12月30日制定,
04672,S0000012,公務人力發展中心組織條例,中華民國103年5月30日廢止,
04673,S0110036,公務人員行政中立法,中華民國103年11月11日修正,
04677,S0000009,國家文官學院組織法,中華民國98年10月23日全文修正,國家文官培訓所組織條例
04681,S0010008,公務人員協會法,中華民國95年4月25日修正,
04685,S0080016,政務人員退職撫卹條例,中華民國106年6月30日全文修正,
04686,K0020018,交通事業人員考成條例,中華民國91年6月7日制定,
04687,S0080034,公務人員退休資遣撫卹法,中華民國106年6月27日制定,
04690,A0010102,行政法人法,中華民國100年4月8日制定,
04692,H0150049,公立學校教職員退休資遣撫卹條例,中華民國106年6月29日制定,
04701,A0010071,監察院組織法,中華民國108年12月10日修正,
04702,A0010072,監察院各委員會組織法,中華民國108年12月10日修正,
04703,A0010073,監察院監察委員行署組織條例,中華民國38年5月20日修正,
04704,U0000001,審計部組織法,中華民國99年4月20日修正,
04705,U0000002,審計處室組織通則,中華民國70年4月3日全文修正,審計處室組織條例
04706,D0020008,監察院監察委員選舉罷免法,中華民國92年5月27日廢止,
04707,D0020009,監察院監察委員選舉罷免法施行條例,中華民國92年5月27日廢止,
04708,A0030199,監察法,中華民國108年5月31日修正,
04709,U0010001,審計法,中華民國104年11月20日修正,
04710,U0010008,機關營繕工程及購置定製變賣財物稽察條例,中華民國88年5月11日廢止,
04711,I0070005,公職人員財產申報法,中華民國108年5月3日修正,
04712,I0070008,公職人員利益衝突迴避法,中華民國107年5月22日全文修正,
04714,A0010030,三一九槍擊事件真相調查特別委員會條例,中華民國95年4月11日修正,
04716,A0010119,監察院國家人權委員會組織法,中華民國108年12月10日制定,
04801,D0020012,省政府組織法,中華民國89年3月21日廢止,
04802,D0020014,市組織法,中華民國89年3月21日廢止,
04803,D0020016,縣組織法,中華民國89年3月21日廢止,
04804,D0020017,縣組織法施行法,中華民國83年11月10日廢止,
04805,D0020019,鄉鎮組織暫行條例,中華民國89年3月21日廢止,
04809,A0040001,省縣自治法,中華民國88年3月30日廢止,
04811,A0040002,直轄市自治法,中華民國88年3月30日廢止,
04812,F0070011,金門馬祖東沙南沙地區安全及輔導條例,中華民國87年5月29日廢止,
04817,A0040012,臺灣省政府功能業務與組織調整暫行條例,中華民國94年12月31日期滿廢止,
04818,A0040003,地方制度法,中華民國105年5月27日修正,
04819,D0020039,地方民意代表費用支給及村里長事務補助費補助條例,中華民國108年5月31日,
04822,D0000117,海南特區行政長官公署組織條例,中華民國92年5月13日廢止,
04823,D0000118,海南建省籌備委員會組織條例,中華民國92年5月13日廢止,
04824,D0000116,設治局組織條例,中華民國92年5月13日廢止,
04825,D0020044,省參議員選舉條例,中華民國92年5月27日廢止,
04826,D0000114,市參議會組織條例,中華民國92年5月13日廢止,
04827,D0020045,市參議員選舉條例,中華民國92年5月27日廢止,
04828,D0000115,縣參議會組織條例,中華民國92年5月13日廢止,
04829,D0020046,縣參議員選舉條例,中華民國92年5月27日廢止,
04830,D0020047,鄉鎮民代表選舉條例,中華民國92年5月27日廢止,
04832,D0000113,省參議會組織條例,中華民國92年5月13日廢止,
04901,A0030018,公文程式條例,中華民國96年3月2日修正,
04902,A0030013,宣誓條例,中華民國109年5月22日修正,
04903,S0110017,獎章條例,中華民國108年3月29日修正,
04904,D0020022,服制條例,中華民國92年5月27日廢止,
04905,F0030001,特級上將授任條例,中華民國89年10月13日廢止,
04906,F0070003,衛戍條例,中華民國89年10月13日廢止,
05109,D0000103,內政部警政署鐵路警察局組織條例,中華民國104年12月1日廢止,
05110,D0000104,內政部警政署臺灣保安警察總隊組織條例,中華民國104年12月1日廢止,
05111,D0000106,內政部警政署港務警察局組織通則,中華民國104年12月1日廢止,
05112,D0000107,內政部警政署警察廣播電臺組織條例,中華民國104年12月1日廢止,
05113,D0000108,內政部警政署民防防情指揮管制所組織條例,中華民國104年12月1日廢止,
05114,D0000109,內政部警政署警察機械修理廠組織條例,中華民國104年12月1日廢止,
05115,E0040019,華僑身分證明條例,中華民國104年12月8日修正,
05117,D0000112,內政部空中勤務總隊組織法,中華民國102年8月6日全文修正,
05119,D0080145,警察職權行使法,中華民國100年4月8日修正,
05120,D0020040,殯葬管理條例,中華民國106年5月26日修正,
05121,D0130004,原住民敬老福利生活津貼暫行條例,中華民國98年4月14日廢止,
05123,D0130032,原住民保留地禁伐補償條例,中華民國108年12月10日全文修正,原住民保留地禁伐補償及造林回饋條例
05125,D0050001,兒童及少年福利與權益保障法,中華民國108年12月13日修正,兒童及少年福利法
05126,D0090010,海岸巡防機關器械使用條例,中華民國92年6月6日制定,
05128,D0130021,原住民族傳統智慧創作保護條例,中華民國104年1月22日修正,
05131,D0060090,國土測繪法,中華民國96年3月5日制定,
05135,D0120005,爆竹煙火管理條例,中華民國99年4月30日全文修正,
05143,L0070036,公共場所母乳哺育條例,中華民國108年3月29日修正,
05144,D0000148,警察消防海巡移民空勤人員及協勤民力安全基金設置管理條例,中華民國106年11月14日修正,警察消防海巡空勤人員及協勤民力安全基金設置管理條例
05145,L0020143,漢生病病患人權保障及補償條例,中華民國97年7月18日制定,
05146,D0020063,祭祀公業條例,中華民國96年3月2日制定,
05151,H0070031,幼兒教育及照顧法,中華民國107年5月29日全文修正,
05152,D0080177,人口販運防制法,中華民國105年5月6日修正,
05161,A0030237,莫拉克颱風災後重建特別條例,中華民國103年8月29日期滿廢止,
05164,D0140005,客家基本法,中華民國106年12月29日全文修正,
05165,D0050193,兒童權利公約施行法,中華民國108年5月31日修正,
05167,D0050175,消除對婦女一切形式歧視公約施行法,中華民國100年5月20日制定,
05179,D0000159,內政部警政署組織法,中華民國102年8月6日制定,
05180,D0000160,內政部建築研究所組織法,中華民國102年8月6日制定,
